Firmenname,FNR,Staat,Ort,PLZ,Straße,Gewerbezweig,Funktion,Name,Dummy_Eigenkapitalquote,Dummy_Bilanzsumme
Firma_222,FNR_8100,Schweiz,Redlham,18330,Straße_74,Dienstleistung,Geschäftsführer,Name_222,0.28,15303531.87
Firma_223,FNR_9053,Schweiz,Gmunden,81158,Straße_20,Dienstleistung,Geschäftsführer,Name_223,0.51,82827089.33
Firma_224,FNR_5900,Deutschland,Gmunden,51761,Straße_90,Produktion,Geschäftsführer,Name_224,0.52,60922979.95
Firma_225,FNR_2998,Schweiz,Wien,42678,Straße_5,IT,Geschäftsführer,Name_225,0.59,5555851.18
Firma_226,FNR_4741,Deutschland,Guntramsdorf,94831,Straße_11,Dienstleistung,Geschäftsführer,Name_226,0.46,95934059.49
Firma_227,FNR_1275,Schweiz,Amstetten,94331,Straße_78,Handel,Geschäftsführer,Name_227,0.53,2679478.53
Firma_228,FNR_7409,Schweiz,Linz,51944,Straße_99,Produktion,Geschäftsführer,Name_228,0.56,84742730.73
Firma_229,FNR_1719,Deutschland,Guntramsdorf,72488,Straße_60,Dienstleistung,Geschäftsführer,Name_229,0.46,69719643.5
Firma_230,FNR_9326,Schweiz,Linz,96344,Straße_37,Dienstleistung,Geschäftsführer,Name_230,0.11,75664267.77
Firma_231,FNR_9250,Deutschland,Guntramsdorf,70459,Straße_51,Handel,Geschäftsführer,Name_231,0.54,74620704.91
Firma_232,FNR_4862,Deutschland,Gmunden,55031,Straße_83,Finanzen,Geschäftsführer,Name_232,0.32,59802344.18
Firma_233,FNR_3999,Schweiz,Gmunden,37149,Straße_49,Produktion,Geschäftsführer,Name_233,0.48,47765038.62
Firma_234,FNR_6958,Schweiz,Linz,21606,Straße_77,Handel,Geschäftsführer,Name_234,0.34,13816274.98
Firma_235,FNR_9736,Schweiz,Amstetten,52093,Straße_59,Produktion,Geschäftsführer,Name_235,0.34,1701304.59
Firma_236,FNR_4087,Deutschland,Gmunden,46429,Straße_100,Handel,Geschäftsführer,Name_236,0.29,39229161.6
Firma_237,FNR_1273,Österreich,Gmunden,21649,Straße_37,Dienstleistung,Geschäftsführer,Name_237,0.11,78648560.37
Firma_238,FNR_1797,Deutschland,Linz,30313,Straße_32,Handel,Geschäftsführer,Name_238,0.46,34541887.18
Firma_239,FNR_9637,Österreich,Redlham,74601,Straße_1,Dienstleistung,Geschäftsführer,Name_239,0.19,49391596.87
Firma_240,FNR_8677,Deutschland,Guntramsdorf,38028,Straße_60,Handel,Geschäftsführer,Name_240,0.57,8666931.88
Firma_241,FNR_9428,Schweiz,Salzburg,72849,Straße_73,Produktion,Geschäftsführer,Name_241,0.18,68008881.31
Firma_242,FNR_6149,Deutschland,Salzburg,65177,Straße_60,Dienstleistung,Geschäftsführer,Name_242,0.56,25405314.84
Firma_243,FNR_8325,Deutschland,Guntramsdorf,27417,Straße_2,Dienstleistung,Geschäftsführer,Name_243,0.27,68067987.29
Firma_244,FNR_6997,Österreich,Wien,65515,Straße_17,IT,Geschäftsführer,Name_244,0.34,71565762.82
Firma_245,FNR_1337,Österreich,Linz,95847,Straße_82,Produktion,Geschäftsführer,Name_245,0.11,6974538.84
Firma_246,FNR_2862,Schweiz,Amstetten,41400,Straße_4,Dienstleistung,Geschäftsführer,Name_246,0.51,22999012.24
Firma_247,FNR_1613,Deutschland,Linz,18779,Straße_70,Finanzen,Geschäftsführer,Name_247,0.49,72458855.7
Firma_248,FNR_6787,Österreich,Guntramsdorf,60110,Straße_45,Produktion,Geschäftsführer,Name_248,0.48,55615060.22
Firma_249,FNR_1902,Schweiz,Gmunden,22126,Straße_9,IT,Geschäftsführer,Name_249,0.37,21440801.12
Firma_250,FNR_7884,Deutschland,Linz,21216,Straße_47,Dienstleistung,Geschäftsführer,Name_250,0.22,79077083.65
Firma_251,FNR_2892,Österreich,Redlham,44981,Straße_81,Handel,Geschäftsführer,Name_251,0.6,58467391.64
Firma_252,FNR_6648,Österreich,Redlham,55207,Straße_2,Handel,Geschäftsführer,Name_252,0.38,33620727.45
Firma_253,FNR_6768,Schweiz,Linz,73022,Straße_83,Finanzen,Geschäftsführer,Name_253,0.18,18162240.19
Firma_254,FNR_9478,Deutschland,Salzburg,10195,Straße_68,Handel,Geschäftsführer,Name_254,0.58,7097690.96
Firma_255,FNR_6893,Deutschland,Redlham,19064,Straße_23,IT,Geschäftsführer,Name_255,0.32,46448875.0
Firma_256,FNR_5698,Schweiz,Linz,25402,Straße_55,Handel,Geschäftsführer,Name_256,0.24,48106554.24
Firma_257,FNR_1933,Schweiz,Redlham,22498,Straße_26,Handel,Geschäftsführer,Name_257,0.17,37761127.97
Firma_258,FNR_7868,Österreich,Salzburg,73306,Straße_49,Dienstleistung,Geschäftsführer,Name_258,0.55,88962558.09
Firma_259,FNR_3377,Deutschland,Guntramsdorf,95674,Straße_60,Finanzen,Geschäftsführer,Name_259,0.45,90528812.85
Firma_260,FNR_9752,Österreich,Redlham,80080,Straße_61,Handel,Geschäftsführer,Name_260,0.14,94874908.23
Firma_261,FNR_8006,Deutschland,Gmunden,93797,Straße_56,Finanzen,Geschäftsführer,Name_261,0.35,19160625.0
Firma_262,FNR_1505,Deutschland,Guntramsdorf,78323,Straße_46,IT,Geschäftsführer,Name_262,0.43,95204287.61
Firma_263,FNR_5647,Österreich,Linz,83805,Straße_88,IT,Geschäftsführer,Name_263,0.54,52265903.87
Firma_264,FNR_6071,Österreich,Guntramsdorf,71453,Straße_41,Produktion,Geschäftsführer,Name_264,0.49,16575761.66
Firma_265,FNR_3405,Österreich,Redlham,97200,Straße_2,Finanzen,Geschäftsführer,Name_265,0.37,19429408.29
Firma_266,FNR_1584,Schweiz,Guntramsdorf,15319,Straße_65,Produktion,Geschäftsführer,Name_266,0.33,23060647.85
Firma_267,FNR_7255,Deutschland,Gmunden,28946,Straße_11,Dienstleistung,Geschäftsführer,Name_267,0.16,22288266.24
Firma_268,FNR_7454,Österreich,Redlham,69225,Straße_42,Finanzen,Geschäftsführer,Name_268,0.47,76314568.95
Firma_269,FNR_9222,Deutschland,Wien,93759,Straße_33,Handel,Geschäftsführer,Name_269,0.53,83723298.62
Firma_270,FNR_4392,Schweiz,Salzburg,57629,Straße_21,Dienstleistung,Geschäftsführer,Name_270,0.44,99718646.76
Firma_271,FNR_1045,Schweiz,Redlham,54573,Straße_36,Finanzen,Geschäftsführer,Name_271,0.33,21094750.36
Firma_272,FNR_9261,Deutschland,Salzburg,47327,Straße_29,Handel,Geschäftsführer,Name_272,0.59,34031424.2
Firma_273,FNR_9113,Deutschland,Linz,40595,Straße_11,Dienstleistung,Geschäftsführer,Name_273,0.36,57233354.83
Firma_274,FNR_8893,Österreich,Wien,93600,Straße_82,Produktion,Geschäftsführer,Name_274,0.36,32709721.15
Firma_275,FNR_4039,Österreich,Wien,80674,Straße_99,Handel,Geschäftsführer,Name_275,0.47,48915331.33
Firma_276,FNR_2262,Österreich,Wien,64041,Straße_58,Finanzen,Geschäftsführer,Name_276,0.21,29029335.23
Firma_277,FNR_9730,Deutschland,Gmunden,55610,Straße_24,IT,Geschäftsführer,Name_277,0.29,52121397.89
Firma_278,FNR_3855,Schweiz,Salzburg,80761,Straße_18,Handel,Geschäftsführer,Name_278,0.37,19814915.59
Firma_279,FNR_4212,Österreich,Amstetten,29948,Straße_94,Handel,Geschäftsführer,Name_279,0.36,17822060.87
Firma_280,FNR_5425,Deutschland,Guntramsdorf,39922,Straße_58,Finanzen,Geschäftsführer,Name_280,0.22,89217124.08
Firma_281,FNR_4983,Deutschland,Wien,51258,Straße_56,Handel,Geschäftsführer,Name_281,0.16,76836995.54
Firma_282,FNR_9006,Schweiz,Amstetten,82543,Straße_93,Finanzen,Geschäftsführer,Name_282,0.59,32155819.14
Firma_283,FNR_8084,Deutschland,Redlham,63342,Straße_39,IT,Geschäftsführer,Name_283,0.24,79856274.38
Firma_284,FNR_8638,Deutschland,Salzburg,81632,Straße_33,Finanzen,Geschäftsführer,Name_284,0.46,45234046.94
Firma_285,FNR_4535,Österreich,Amstetten,10339,Straße_84,Finanzen,Geschäftsführer,Name_285,0.15,15136184.26
Firma_286,FNR_4481,Deutschland,Redlham,18032,Straße_58,IT,Geschäftsführer,Name_286,0.26,36727820.2
Firma_287,FNR_3432,Österreich,Guntramsdorf,67995,Straße_43,Finanzen,Geschäftsführer,Name_287,0.24,56510126.77
Firma_288,FNR_4690,Österreich,Redlham,60491,Straße_11,Produktion,Geschäftsführer,Name_288,0.55,7073527.26
Firma_289,FNR_6682,Schweiz,Guntramsdorf,98344,Straße_39,Produktion,Geschäftsführer,Name_289,0.24,95535543.73
Firma_290,FNR_7571,Deutschland,Redlham,81372,Straße_24,Finanzen,Geschäftsführer,Name_290,0.29,26655154.65
Firma_291,FNR_2891,Deutschland,Redlham,56880,Straße_36,Finanzen,Geschäftsführer,Name_291,0.25,14670326.99
Firma_292,FNR_7567,Österreich,Gmunden,64109,Straße_19,Finanzen,Geschäftsführer,Name_292,0.47,90463728.45
Firma_293,FNR_3578,Österreich,Amstetten,58645,Straße_67,IT,Geschäftsführer,Name_293,0.41,3891335.97
Firma_294,FNR_6056,Schweiz,Linz,37894,Straße_95,Produktion,Geschäftsführer,Name_294,0.5,68877821.83
Firma_295,FNR_4206,Schweiz,Gmunden,15697,Straße_2,Dienstleistung,Geschäftsführer,Name_295,0.4,90235482.41
Firma_296,FNR_4215,Schweiz,Linz,53841,Straße_67,Finanzen,Geschäftsführer,Name_296,0.32,23511004.24
Firma_297,FNR_5469,Österreich,Gmunden,22003,Straße_94,Handel,Geschäftsführer,Name_297,0.23,35695379.21
Firma_298,FNR_3482,Deutschland,Gmunden,88917,Straße_19,Finanzen,Geschäftsführer,Name_298,0.19,10732372.17
Firma_299,FNR_4325,Deutschland,Salzburg,39103,Straße_6,Finanzen,Geschäftsführer,Name_299,0.15,9018646.7
Firma_300,FNR_1162,Schweiz,Redlham,41712,Straße_2,Produktion,Geschäftsführer,Name_300,0.53,18848180.44
Firma_301,FNR_1005,Schweiz,Amstetten,14119,Straße_41,Finanzen,Geschäftsführer,Name_301,0.5,75716867.67
Firma_302,FNR_4267,Österreich,Linz,82498,Straße_90,IT,Geschäftsführer,Name_302,0.28,87074461.31
Firma_303,FNR_9565,Österreich,Wien,86374,Straße_43,Dienstleistung,Geschäftsführer,Name_303,0.18,88240803.78
Firma_304,FNR_8192,Deutschland,Redlham,60402,Straße_95,Finanzen,Geschäftsführer,Name_304,0.6,2837684.67
Firma_305,FNR_2980,Deutschland,Salzburg,33638,Straße_43,Dienstleistung,Geschäftsführer,Name_305,0.47,46635469.97
Firma_306,FNR_4908,Österreich,Linz,46461,Straße_85,Handel,Geschäftsführer,Name_306,0.2,84474362.43
Firma_307,FNR_2833,Schweiz,Salzburg,32503,Straße_38,IT,Geschäftsführer,Name_307,0.42,4736229.87
Firma_308,FNR_6070,Schweiz,Guntramsdorf,98951,Straße_12,IT,Geschäftsführer,Name_308,0.19,10792375.28
Firma_309,FNR_8797,Deutschland,Linz,57207,Straße_5,Dienstleistung,Geschäftsführer,Name_309,0.53,63161571.96
Firma_310,FNR_4735,Österreich,Salzburg,43275,Straße_74,IT,Geschäftsführer,Name_310,0.44,75922081.5
Firma_311,FNR_9618,Österreich,Redlham,37038,Straße_68,Produktion,Geschäftsführer,Name_311,0.14,3386834.96
Firma_312,FNR_1125,Schweiz,Amstetten,24366,Straße_12,Handel,Geschäftsführer,Name_312,0.41,21832140.65
Firma_313,FNR_7253,Österreich,Linz,21467,Straße_53,Produktion,Geschäftsführer,Name_313,0.48,39983803.61
Firma_314,FNR_6938,Schweiz,Amstetten,13279,Straße_5,Dienstleistung,Geschäftsführer,Name_314,0.29,90888657.38
Firma_315,FNR_9932,Österreich,Amstetten,89842,Straße_1,Handel,Geschäftsführer,Name_315,0.58,82046694.5
Firma_316,FNR_3003,Österreich,Wien,33699,Straße_91,IT,Geschäftsführer,Name_316,0.33,40945543.68
Firma_317,FNR_5051,Österreich,Wien,40680,Straße_95,Produktion,Geschäftsführer,Name_317,0.16,87706912.71
Firma_318,FNR_1796,Österreich,Amstetten,84298,Straße_43,Finanzen,Geschäftsführer,Name_318,0.5,84647530.28
Firma_319,FNR_4033,Deutschland,Linz,15195,Straße_72,Dienstleistung,Geschäftsführer,Name_319,0.3,90933687.95
Firma_320,FNR_7529,Deutschland,Wien,52570,Straße_64,IT,Geschäftsführer,Name_320,0.38,43018134.09
Firma_321,FNR_3175,Österreich,Linz,47858,Straße_74,Dienstleistung,Geschäftsführer,Name_321,0.33,97304488.15
Firma_322,FNR_6509,Österreich,Wien,98781,Straße_32,Produktion,Geschäftsführer,Name_322,0.43,78194803.75
Firma_323,FNR_1279,Österreich,Linz,67743,Straße_65,Dienstleistung,Geschäftsführer,Name_323,0.52,12753073.15
Firma_324,FNR_6075,Deutschland,Salzburg,43577,Straße_98,Produktion,Geschäftsführer,Name_324,0.48,62101692.17
Firma_325,FNR_2781,Deutschland,Salzburg,21498,Straße_35,Dienstleistung,Geschäftsführer,Name_325,0.26,18562570.67
Firma_326,FNR_3014,Österreich,Linz,13012,Straße_81,Produktion,Geschäftsführer,Name_326,0.57,70624976.12
Firma_327,FNR_9192,Österreich,Salzburg,35444,Straße_90,Produktion,Geschäftsführer,Name_327,0.24,63136087.24
Firma_328,FNR_2497,Schweiz,Salzburg,25079,Straße_95,IT,Geschäftsführer,Name_328,0.41,39955714.55
Firma_329,FNR_5441,Deutschland,Amstetten,12652,Straße_4,IT,Geschäftsführer,Name_329,0.34,87054863.57
Firma_330,FNR_9339,Deutschland,Linz,40592,Straße_95,IT,Geschäftsführer,Name_330,0.23,81910533.96
Firma_331,FNR_7162,Deutschland,Redlham,84677,Straße_37,IT,Geschäftsführer,Name_331,0.34,33516631.61
Firma_332,FNR_4401,Österreich,Salzburg,10421,Straße_14,IT,Geschäftsführer,Name_332,0.31,11633029.35
Firma_333,FNR_6188,Schweiz,Amstetten,93086,Straße_91,Dienstleistung,Geschäftsführer,Name_333,0.12,64331200.88
Firma_334,FNR_1803,Deutschland,Gmunden,51826,Straße_26,Produktion,Geschäftsführer,Name_334,0.52,41259514.74
Firma_335,FNR_8052,Österreich,Guntramsdorf,41165,Straße_18,Finanzen,Geschäftsführer,Name_335,0.57,64997247.99
Firma_336,FNR_6283,Deutschland,Linz,76174,Straße_9,Dienstleistung,Geschäftsführer,Name_336,0.42,70915272.14
Firma_337,FNR_2535,Deutschland,Amstetten,71913,Straße_52,Finanzen,Geschäftsführer,Name_337,0.11,94597414.3
Firma_338,FNR_4149,Österreich,Guntramsdorf,64496,Straße_75,Dienstleistung,Geschäftsführer,Name_338,0.16,21585609.37
Firma_339,FNR_8413,Schweiz,Amstetten,82660,Straße_33,Dienstleistung,Geschäftsführer,Name_339,0.45,61282216.95
Firma_340,FNR_9853,Österreich,Wien,87728,Straße_24,Dienstleistung,Geschäftsführer,Name_340,0.41,26961356.77
Firma_341,FNR_1052,Österreich,Guntramsdorf,43192,Straße_29,IT,Geschäftsführer,Name_341,0.13,11888436.58
Firma_342,FNR_7624,Österreich,Amstetten,28718,Straße_58,Produktion,Geschäftsführer,Name_342,0.51,6233540.4
Firma_343,FNR_6975,Deutschland,Linz,40083,Straße_99,Handel,Geschäftsführer,Name_343,0.16,98685360.44
Firma_344,FNR_8829,Schweiz,Wien,95447,Straße_76,Handel,Geschäftsführer,Name_344,0.16,93815436.42
Firma_345,FNR_6442,Österreich,Salzburg,80091,Straße_96,Dienstleistung,Geschäftsführer,Name_345,0.33,52768678.64
Firma_346,FNR_8725,Deutschland,Amstetten,73114,Straße_27,Finanzen,Geschäftsführer,Name_346,0.32,77994202.65
Firma_347,FNR_8108,Deutschland,Linz,64279,Straße_70,Produktion,Geschäftsführer,Name_347,0.58,21332811.65
Firma_348,FNR_9952,Deutschland,Linz,54263,Straße_13,Finanzen,Geschäftsführer,Name_348,0.46,16261064.08
Firma_349,FNR_9202,Österreich,Guntramsdorf,45415,Straße_29,Handel,Geschäftsführer,Name_349,0.12,32486869.02
Firma_350,FNR_6415,Deutschland,Gmunden,60261,Straße_69,Handel,Geschäftsführer,Name_350,0.43,55949621.07
Firma_351,FNR_2086,Deutschland,Amstetten,94759,Straße_95,Dienstleistung,Geschäftsführer,Name_351,0.36,18415766.18
Firma_352,FNR_1474,Deutschland,Redlham,53533,Straße_64,IT,Geschäftsführer,Name_352,0.12,78577230.82
Firma_353,FNR_4130,Deutschland,Gmunden,35533,Straße_72,Handel,Geschäftsführer,Name_353,0.41,58011950.42
Firma_354,FNR_4810,Österreich,Wien,81629,Straße_44,IT,Geschäftsführer,Name_354,0.36,96638823.34
Firma_355,FNR_3814,Schweiz,Linz,23249,Straße_22,IT,Geschäftsführer,Name_355,0.59,96812656.44
Firma_356,FNR_6250,Schweiz,Linz,52197,Straße_74,Handel,Geschäftsführer,Name_356,0.28,30881510.07
Firma_357,FNR_4621,Schweiz,Redlham,29901,Straße_77,IT,Geschäftsführer,Name_357,0.44,70278702.69
Firma_358,FNR_7803,Österreich,Linz,50456,Straße_89,IT,Geschäftsführer,Name_358,0.27,92552543.25
Firma_359,FNR_1054,Deutschland,Gmunden,54086,Straße_14,Finanzen,Geschäftsführer,Name_359,0.58,65885911.87
Firma_360,FNR_7106,Österreich,Salzburg,65050,Straße_52,Dienstleistung,Geschäftsführer,Name_360,0.29,39166795.84
Firma_361,FNR_9127,Österreich,Gmunden,84903,Straße_18,IT,Geschäftsführer,Name_361,0.51,15602789.07
Firma_362,FNR_4419,Österreich,Wien,44481,Straße_91,IT,Geschäftsführer,Name_362,0.38,47090629.52
Firma_363,FNR_2003,Deutschland,Guntramsdorf,55141,Straße_54,Produktion,Geschäftsführer,Name_363,0.13,92933188.28
Firma_364,FNR_9010,Deutschland,Redlham,16825,Straße_75,IT,Geschäftsführer,Name_364,0.35,8846333.31
Firma_365,FNR_5389,Deutschland,Redlham,77837,Straße_67,IT,Geschäftsführer,Name_365,0.5,77911049.26
Firma_366,FNR_4205,Deutschland,Linz,85938,Straße_32,Handel,Geschäftsführer,Name_366,0.54,30677912.65
Firma_367,FNR_5758,Schweiz,Salzburg,46218,Straße_57,Dienstleistung,Geschäftsführer,Name_367,0.15,89924523.81
Firma_368,FNR_3131,Österreich,Wien,67547,Straße_29,IT,Geschäftsführer,Name_368,0.33,68716998.59
Firma_369,FNR_1232,Schweiz,Gmunden,49600,Straße_78,Handel,Geschäftsführer,Name_369,0.52,10872299.88
Firma_370,FNR_2864,Österreich,Linz,36243,Straße_95,Finanzen,Geschäftsführer,Name_370,0.37,53400657.44
Firma_371,FNR_6961,Österreich,Redlham,56331,Straße_70,IT,Geschäftsführer,Name_371,0.48,91434681.91
Firma_372,FNR_6723,Deutschland,Linz,30027,Straße_31,Finanzen,Geschäftsführer,Name_372,0.2,98360391.66
Firma_373,FNR_6698,Österreich,Amstetten,85847,Straße_94,Handel,Geschäftsführer,Name_373,0.35,36331665.48
Firma_374,FNR_4322,Deutschland,Guntramsdorf,44465,Straße_59,IT,Geschäftsführer,Name_374,0.3,6725196.24
Firma_375,FNR_3353,Deutschland,Redlham,75418,Straße_2,IT,Geschäftsführer,Name_375,0.35,20774493.21
Firma_376,FNR_7895,Deutschland,Guntramsdorf,92178,Straße_67,Dienstleistung,Geschäftsführer,Name_376,0.37,5511119.19
Firma_377,FNR_3447,Deutschland,Salzburg,53303,Straße_35,Produktion,Geschäftsführer,Name_377,0.54,91470496.82
Firma_378,FNR_7480,Österreich,Linz,34843,Straße_71,Dienstleistung,Geschäftsführer,Name_378,0.51,3136364.99
Firma_379,FNR_6618,Österreich,Redlham,13082,Straße_100,IT,Geschäftsführer,Name_379,0.28,5181180.71
Firma_380,FNR_2748,Deutschland,Guntramsdorf,94753,Straße_5,Dienstleistung,Geschäftsführer,Name_380,0.5,90350603.39
Firma_381,FNR_3928,Deutschland,Wien,40718,Straße_67,Handel,Geschäftsführer,Name_381,0.52,76765318.78
Firma_382,FNR_9648,Österreich,Redlham,81737,Straße_38,Dienstleistung,Geschäftsführer,Name_382,0.31,30863045.3
Firma_383,FNR_2619,Deutschland,Guntramsdorf,51249,Straße_18,IT,Geschäftsführer,Name_383,0.6,20754361.28
Firma_384,FNR_7127,Deutschland,Guntramsdorf,53751,Straße_57,IT,Geschäftsführer,Name_384,0.27,4916689.79
Firma_385,FNR_7791,Deutschland,Redlham,66088,Straße_95,Handel,Geschäftsführer,Name_385,0.21,7642286.06
Firma_386,FNR_2116,Österreich,Redlham,82761,Straße_24,IT,Geschäftsführer,Name_386,0.57,57293012.23
Firma_387,FNR_1389,Schweiz,Wien,74455,Straße_2,Produktion,Geschäftsführer,Name_387,0.16,52201741.32
Firma_388,FNR_6667,Deutschland,Wien,19816,Straße_46,Dienstleistung,Geschäftsführer,Name_388,0.43,19240905.73
Firma_389,FNR_3215,Österreich,Amstetten,11713,Straße_59,Finanzen,Geschäftsführer,Name_389,0.27,32509308.01
Firma_390,FNR_5497,Deutschland,Salzburg,40602,Straße_53,IT,Geschäftsführer,Name_390,0.48,67296149.45
Firma_391,FNR_1034,Österreich,Linz,42859,Straße_85,Handel,Geschäftsführer,Name_391,0.17,34125714.34
Firma_392,FNR_7890,Deutschland,Gmunden,69223,Straße_49,Dienstleistung,Geschäftsführer,Name_392,0.11,36770069.44
Firma_393,FNR_1225,Österreich,Amstetten,14761,Straße_11,Finanzen,Geschäftsführer,Name_393,0.5,55313507.55
Firma_394,FNR_1784,Schweiz,Salzburg,84920,Straße_58,Handel,Geschäftsführer,Name_394,0.22,30946171.27
Firma_395,FNR_6450,Österreich,Guntramsdorf,57766,Straße_37,Handel,Geschäftsführer,Name_395,0.45,78347439.7
Firma_396,FNR_9630,Schweiz,Guntramsdorf,59464,Straße_91,Finanzen,Geschäftsführer,Name_396,0.33,52212495.3
Firma_397,FNR_3088,Österreich,Guntramsdorf,49774,Straße_16,Handel,Geschäftsführer,Name_397,0.34,99795835.94
Firma_398,FNR_8204,Österreich,Guntramsdorf,32882,Straße_24,Handel,Geschäftsführer,Name_398,0.36,38265851.0
Firma_399,FNR_5366,Deutschland,Gmunden,37824,Straße_29,Dienstleistung,Geschäftsführer,Name_399,0.34,9959582.03
Firma_400,FNR_1140,Deutschland,Redlham,84036,Straße_89,Handel,Geschäftsführer,Name_400,0.17,71789224.01
Firma_401,FNR_1387,Österreich,Redlham,52761,Straße_42,Produktion,Geschäftsführer,Name_401,0.35,15376444.34
Firma_402,FNR_7499,Deutschland,Wien,61528,Straße_65,Produktion,Geschäftsführer,Name_402,0.47,51485129.43
Firma_403,FNR_2688,Österreich,Gmunden,97249,Straße_16,Produktion,Geschäftsführer,Name_403,0.3,37200169.66
Firma_404,FNR_9511,Österreich,Wien,92072,Straße_62,IT,Geschäftsführer,Name_404,0.29,99443520.4
Firma_405,FNR_7596,Österreich,Amstetten,81401,Straße_19,Produktion,Geschäftsführer,Name_405,0.18,78988353.43
Firma_406,FNR_5362,Österreich,Salzburg,13119,Straße_52,Produktion,Geschäftsführer,Name_406,0.43,46582470.75
Firma_407,FNR_2754,Österreich,Gmunden,88765,Straße_91,IT,Geschäftsführer,Name_407,0.38,59213924.7
Firma_408,FNR_2669,Deutschland,Redlham,97791,Straße_57,Produktion,Geschäftsführer,Name_408,0.16,4841362.97
Firma_409,FNR_1617,Deutschland,Redlham,17225,Straße_10,Dienstleistung,Geschäftsführer,Name_409,0.39,62298507.48
Firma_410,FNR_2588,Deutschland,Wien,30633,Straße_21,Produktion,Geschäftsführer,Name_410,0.28,78886314.55
Firma_411,FNR_9459,Österreich,Linz,87048,Straße_64,IT,Geschäftsführer,Name_411,0.5,87970723.82
Firma_412,FNR_9237,Schweiz,Linz,68648,Straße_4,Finanzen,Geschäftsführer,Name_412,0.15,7962874.0
Firma_413,FNR_3714,Österreich,Salzburg,27571,Straße_23,Dienstleistung,Geschäftsführer,Name_413,0.18,72924859.99
Firma_414,FNR_4268,Schweiz,Redlham,48839,Straße_39,Finanzen,Geschäftsführer,Name_414,0.22,76466760.79
Firma_415,FNR_6805,Schweiz,Linz,24422,Straße_37,Produktion,Geschäftsführer,Name_415,0.15,62498601.06
Firma_416,FNR_2467,Österreich,Guntramsdorf,91882,Straße_87,Produktion,Geschäftsführer,Name_416,0.17,6382618.82
Firma_417,FNR_6190,Schweiz,Guntramsdorf,78354,Straße_69,IT,Geschäftsführer,Name_417,0.54,27144167.59
Firma_418,FNR_2079,Schweiz,Salzburg,74323,Straße_20,Produktion,Geschäftsführer,Name_418,0.43,33601420.32
Firma_419,FNR_7061,Deutschland,Guntramsdorf,64226,Straße_43,IT,Geschäftsführer,Name_419,0.52,32667225.67
Firma_420,FNR_6232,Deutschland,Redlham,51229,Straße_8,Handel,Geschäftsführer,Name_420,0.34,54085702.26
Firma_421,FNR_8480,Österreich,Salzburg,33500,Straße_79,Produktion,Geschäftsführer,Name_421,0.56,12900581.3
Firma_422,FNR_7887,Österreich,Amstetten,99008,Straße_81,Finanzen,Geschäftsführer,Name_422,0.54,21417181.89
Firma_423,FNR_4734,Deutschland,Linz,17684,Straße_85,IT,Geschäftsführer,Name_423,0.17,45049769.24
Firma_424,FNR_6874,Schweiz,Gmunden,39186,Straße_54,IT,Geschäftsführer,Name_424,0.14,5485795.67
Firma_425,FNR_3584,Österreich,Redlham,89361,Straße_82,Finanzen,Geschäftsführer,Name_425,0.57,82550444.46
Firma_426,FNR_5059,Österreich,Amstetten,18790,Straße_60,Finanzen,Geschäftsführer,Name_426,0.11,72048660.53
Firma_427,FNR_5314,Deutschland,Redlham,81652,Straße_2,Handel,Geschäftsführer,Name_427,0.22,75731192.3
Firma_428,FNR_4318,Österreich,Salzburg,83857,Straße_10,Finanzen,Geschäftsführer,Name_428,0.16,61000415.25
Firma_429,FNR_2363,Deutschland,Guntramsdorf,38558,Straße_57,Produktion,Geschäftsführer,Name_429,0.43,45516321.95
Firma_430,FNR_1606,Schweiz,Wien,98418,Straße_97,Handel,Geschäftsführer,Name_430,0.58,96409564.14
Firma_431,FNR_9163,Schweiz,Guntramsdorf,18111,Straße_2,Finanzen,Geschäftsführer,Name_431,0.58,67457112.76
Firma_432,FNR_4736,Schweiz,Wien,37121,Straße_72,Produktion,Geschäftsführer,Name_432,0.26,74111967.03
Firma_433,FNR_3104,Deutschland,Amstetten,48823,Straße_25,Produktion,Geschäftsführer,Name_433,0.43,85781456.61
Firma_434,FNR_1990,Schweiz,Guntramsdorf,24444,Straße_50,Dienstleistung,Geschäftsführer,Name_434,0.49,39861344.2
Firma_435,FNR_7712,Österreich,Gmunden,10062,Straße_69,IT,Geschäftsführer,Name_435,0.1,39013691.95
Firma_436,FNR_4857,Deutschland,Gmunden,90185,Straße_75,Dienstleistung,Geschäftsführer,Name_436,0.22,73079535.84
Firma_437,FNR_4711,Schweiz,Linz,48389,Straße_63,Produktion,Geschäftsführer,Name_437,0.18,80185600.53
Firma_438,FNR_2932,Deutschland,Wien,46464,Straße_36,Dienstleistung,Geschäftsführer,Name_438,0.19,87220394.51
Firma_439,FNR_5289,Schweiz,Redlham,10390,Straße_26,IT,Geschäftsführer,Name_439,0.4,9951081.07
Firma_440,FNR_3846,Deutschland,Amstetten,95071,Straße_2,IT,Geschäftsführer,Name_440,0.44,26538865.11
Firma_441,FNR_7722,Österreich,Wien,98809,Straße_23,Dienstleistung,Geschäftsführer,Name_441,0.1,53811308.51
Firma_442,FNR_7753,Deutschland,Gmunden,20553,Straße_94,Produktion,Geschäftsführer,Name_442,0.37,27064099.78
Firma_443,FNR_5533,Schweiz,Redlham,87279,Straße_67,Finanzen,Geschäftsführer,Name_443,0.53,41937395.65
